_ID,_VALUE,LibType:string[],#LibComment:string,Reward:id[],LibSecond:int,LibNum:int[],Weight:int[],Follow:id[],FollowRate:int[]
,,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,,1,5,None,0
,,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_003,40046,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,1,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_004,40047,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,1,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_005,40048,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,1,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_006,40049,Event,海底温泉,DUNGEON_EVENT_HOTSPRING_1,1,1,5,None,0
,,Event,女神雕像,DUNGEON_EVENT_STATUE_1,,1,5,None,0
,,Event,气泡,DUNGEON_EVENT_BUBBLE_1,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_007,40050,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,5,None,0
,,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
,,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
,,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,,1,5,None,0
,,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_008,40051,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,1,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_009,40052,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,5,None,0
,,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
,,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
,,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,,1,5,None,0
,,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_010,40053,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,5,None,0
,,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
,,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
,,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,,1,5,None,0
,,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
,,Event,海底温泉,DUNGEON_EVENT_HOTSPRING_1,,1,5,None,0
,,Event,女神雕像,DUNGEON_EVENT_STATUE_1,,1,5,None,0
,,Event,气泡,DUNGEON_EVENT_BUBBLE_1,,1,5,None,0
,,Event,战后事件,DUNGEON_EVENT_BATTLE_EFFECT_1,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_011,40054,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,1,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
,,Event,海底温泉,DUNGEON_EVENT_HOTSPRING_1,,1,5,None,0
,,Event,女神雕像,DUNGEON_EVENT_STATUE_1,,1,5,None,0
,,Event,气泡,DUNGEON_EVENT_BUBBLE_1,,1,5,None,0
,,Event,战后事件,DUNGEON_EVENT_BATTLE_EFFECT_1,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_012,40055,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,5,None,0
,,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
,,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
,,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,,1,5,None,0
,,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
,,Event,海底温泉,DUNGEON_EVENT_HOTSPRING_1,,1,5,None,0
,,Event,女神雕像,DUNGEON_EVENT_STATUE_1,,1,5,None,0
,,Event,气泡,DUNGEON_EVENT_BUBBLE_1,,1,5,None,0
DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,40056,Event,冒险者小队,DUNGEON_EVENT_THEME_ADVENTURER_SQUAD_1,1,-1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_1,40057,Event,剑士-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_1,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_2,40058,Event,剑士-招募,DUNGEON_EVENT_HELP_THEME_2,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_3,40059,Event,贤者-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_3,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_4,40060,Event,贤者-招募,DUNGEON_EVENT_HELP_THEME_4,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_5,40061,Event,牧师-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_5,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_6,40062,Event,牧师-招募,DUNGEON_EVENT_HELP_THEME_6,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_7,40063,Event,天使波力-幸运出击,DUNGEON_EVENT_HELP_THEME_7,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_8,40064,Event,沙漠受伤事件-黄金虫,DUNGEON_EVENT_HELP_THEME_8,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_9,40067,Event,天使波力-幸运出击2,DUNGEON_EVENT_HELP_THEME_9,1,1,10,None,0
DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,40065,Event,3职业掉落组-剑士-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_1,1,1,5,None,0
,,Event,剑士-招募,DUNGEON_EVENT_HELP_THEME_2,,1,5,None,0
,,Event,贤者-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_3,,1,5,None,0
,,Event,贤者-招募,DUNGEON_EVENT_HELP_THEME_4,,1,5,None,0
,,Event,牧师-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_5,,1,5,None,0
,,Event,牧师-招募,DUNGEON_EVENT_HELP_THEME_6,,1,5,None,0
DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,40066,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,1,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
,,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
,,Event,剑士-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_1,,1,5,None,0
,,Event,剑士-招募,DUNGEON_EVENT_HELP_THEME_2,,1,5,None,0
,,Event,贤者-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_3,,1,5,None,0
,,Event,贤者-招募,DUNGEON_EVENT_HELP_THEME_4,,1,5,None,0
,,Event,牧师-牢笼-打破牢笼,DUNGEON_EVENT_HELP_THEME_5,,1,5,None,0
,,Event,牧师-招募,DUNGEON_EVENT_HELP_THEME_6,,1,5,None,0
DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_SLEEP_1,40068,Event,冰川之王沉睡,DUNGEON_EVENT_THEME_GLACIER_BOSS_SLEEP,1,-1,5,None,0
DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_ANGER_1,40069,Event,冰川之王激怒,DUNGEON_EVENT_THEME_GLACIER_BOSS_ANGER,1,1,5,None,0
DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,40070,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,5,None,0
,,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
,,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
,,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,,1,5,None,0
,,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,,1,5,None,0
,,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,,1,5,None,0
,,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,,1,5,None,0
,,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,,1,5,None,0
,,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,,1,5,None,0
,,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,,1,5,None,0
,,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,,1,5,None,0
,,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,,1,5,None,0
,,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,,1,5,None,0
,,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,,1,5,None,0
,,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,,1,5,None,0
,,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,,1,5,None,0
,,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,,1,5,None,0
,,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,,1,5,None,0
,,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,,1,5,None,0
,,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,,1,5,None,0
,,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,,1,5,None,0
,,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,,1,5,None,0
,,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,,1,5,None,0
