_ID,_VALUE,MaxStar:int,HeroStar:int[],ItemCost1:id,ItemNum1:obsint[],ItemCost2:id[],ItemNum2:obsint[],HeroCost:id[],HeroCostNum:int[],SpecialCost:id[],CharacterPopulation:obsint[],GrowthFactor:decimal[],GrowthFactor2:decimal[],StagePotentialType:string[][],StagePotentialName:loc[][],StagePotentialNum:int[][],HeroMaxLv:int[],SkillLv:int[],SkillRarity:string[],AttrUpPercentage:int[],LevelUpTalent:id,TalentLevel:int[],LevelUpSkill1:id,SkillLevel1:int[],LevelUpSkill2:id,SkillLevel2:int[],SuperEvolvePrefabPostName:int[],TalentDes:loc[][],UnlockElement:int[],NeedLvMax:int[]
,,,15,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_BON_GUN,606,4,1,ITEM_EMBLEM_BON_GUN,20,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_OSSIFICATION,1,PASSIVE_SPIRITUAL_PROTECTOR,0,PASSIVE_RETURN_CHARM,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,None,0,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_ROCK,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_ROCK,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_GOBLIN_1,607,4,1,ITEM_EMBLEM_GOBLIN_1,20,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_DEXTEROUS,1,PASSIVE_STRENGTHENED_WOOD_SHIELD,0,PASSIVE_DAGGER_ENCHANTMENT,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,None,0,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_PAPER,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_PAPER,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_KOBOLD_ARCHER,608,4,1,ITEM_EMBLEM_KOBOLD_ARCHER,20,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_FLEXIBLE,1,PASSIVE_FLEXIBLE_EVASION,0,PASSIVE_ARROW_INTENSIFICATION,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,None,0,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_PAPER,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_PAPER,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_OBEAUNE,609,4,1,ITEM_EMBLEM_OBEAUNE,20,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_SHELTER_OF_THE_SEA,1,PASSIVE_FISH_SCALE_ENHANCEMENT,0,PASSIVE_SHUILING_FORCE,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,None,0,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_PAPER,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_PAPER,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_BARTLEY,610,4,1,ITEM_EMBLEM_BARTLEY,20,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_HEAVY_BLOW,1,PASSIVE_MAGIC_LEARNING,0,PASSIVE_COMBAT_SKILLS,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,None,0,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_BLACK,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_BLACK,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
