_ID,_VALUE,#ManualTips:string,ManualMapInfo:string[][],PortalEventLib:id[],PortalLayer:int[],PortalTarget:id[],ManualEnemyMonsterLib:id[],ManualEnemySpecialEffectLib:id[],ManualEnemyMVP:bool[],ManualKeyInfo:int[],ManualItemLib:id[],ManualEventLib:id[],ManualDefaultOpenInfo:string[][],ManualEnemyMonsterNum:int[],ManualEnemyMonsterNumMVP:int[],MonsterAttrLevel:int[],MonsterStar:int[],MonsterHpRate:int[],MonsterAttackRate:int[],ScrollStar:int[],ScrollHpRate:int[],ScrollAttackRate:int[],UsedMonsterAttrLevel:int[],UsedMonsterStar:int[],UsedMonsterHpRate:int[],UsedMonsterAttackRate:int[],UsedScrollStar:int[],UsedScrollHpRate:int[],UsedScrollAttackRate:int[]
,,,N#B#M#N#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,E#E#B#B#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,N#B#M#N#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_07,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|T|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,I#B#O#N#N#E,,,,,,,,,,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_D4,19012,熔岩领域地狱手动D层,M#B#E#O#E#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,T|F|F|F|F|F|T,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#G#I#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#B#N#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,E#M#N#G#N#M#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#B#M#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#G#G#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,M#B#E#M#E#B#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_08,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_004,TRUE,1,,,T|F|F|F|F|F|T,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,,,,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_001,19013,熔岩领域地狱手动第5层,E#B#I#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,N#G#B#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,M#N#E#N#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_05,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,1,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,N#B#B#O#N,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,G#N#M#B#G,,,,,,,,,,F|F|T|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_002,19014,熔岩领域地狱手动第10层,N#E#N#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,M#B#B#G#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,G#N#O#B#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,M#E#N#E#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,N#G#G#B#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_06,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,N#N#M#B#N#I,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|T|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_003,19015,熔岩领域地狱手动第15层,N#M#N#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,E#B#N#B#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,N#B#M#N#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,E#E#B#B#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,N#B#M#N#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_07,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|T|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,I#B#O#N#N#E,,,,,,,,,,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_004,19016,熔岩领域地狱手动第20层,M#B#E#O#E#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,T|F|F|F|F|F|T,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#G#I#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#B#N#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,E#M#N#G#N#M#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#B#M#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,N#B#G#G#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,M#B#E#M#E#B#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_08,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_004,TRUE,1,,,T|F|F|F|F|F|T,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,,,,5,3,300,10,4160,670,10,2080,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_010,10020,道具测试,I#G#G#G#G#G#G,,,,DUNGEON_LIB_MONSTER_GROUP_001,None,TRUE,1,DUNGEON_LIB_ITEMLIB_001,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#G#G,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_002,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#G#G,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_003,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#G#G,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_004,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#G#G,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_005,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#M#G,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_007,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#G#O,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_008,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_010,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_011,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_012,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_013,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_014,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_015,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_016,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_017,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_018,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_019,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_001,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_003,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_004,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_005,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_007,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_008,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_010,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_011,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_012,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_013,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_014,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_015,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_016,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_017,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_018,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_019,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,DUNGEON_LIB_ITEMLIB_020,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_011,10021,事件测试,I#E#E#E#E#E#E,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,1,,DUNGEON_LIB_EVENTLIB_HELP_006,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,E#E#E#E#E#E#E,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_007,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,E#E#E#E#E#E#E,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_008,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,E#E#E#E#E#E#E,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_007,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,E#E#E#E#E#E#E,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_008,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,E#E#E#E#E#M#E,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_006,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,E#E#E#E#E#E#O,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_007,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_005,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_008,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_008,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_005,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_008,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_008,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_005,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_HELP_008,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_INQUIRY_008,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_ACTIVATION_007,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_005,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_006,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENT_TEST_020,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENT_TEST_020,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,,,DUNGEON_LIB_EVENT_TEST_020,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
